"city","year","month","severe","gdp","gdp_rate","invest","pop","green","passenger","con_area","car","power","ind_SO2","ind_smoke","ind_control","gas_control","mean_temp","rain","humid","wind_speed","pressure","sun","heating","coast","long","lat","height"
"北京",2014,1,1,1471,7.4,268.98,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,-0.6,0,45,1.9,1022.1,192.4,1,0,116.466666666667,39.8,31.3
"北京",2014,2,7,1471,7.4,268.98,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,-0.4,4.8,55,2,1024.5,107.9,1,0,116.466666666667,39.8,31.3
"北京",2014,3,1,1471,7.4,568.14,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,10.1,0.9,37,2.4,1015.7,233.8,1,0,116.466666666667,39.8,31.3
"北京",2014,4,0,1785.433333,7.4,510.65,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,17.1,20.8,45,2.2,1012.4,231.1,0,0,116.466666666667,39.8,31.3
"北京",2014,5,0,1785.433333,7.4,590.47,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,22.2,33.7,40,2.8,1003.4,274.1,0,0,116.466666666667,39.8,31.3
"北京",2014,6,0,1785.433333,7.4,799.08,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,25.1,91.8,59,2,1001.9,237.1,0,0,116.466666666667,39.8,31.3
"北京",2014,7,0,1668.266667,7.4,653.99,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,28.1,119.8,61,2.1,1000.4,174.4,0,0,116.466666666667,39.8,31.3
"北京",2014,8,0,1668.266667,7.4,739.99,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,26.3,50.1,62,1.8,1004.4,224.9,0,0,116.466666666667,39.8,31.3
"北京",2014,9,0,1668.266667,7.4,817.86,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,21,127.6,66,1.8,1010.6,157.3,0,0,116.466666666667,39.8,31.3
"北京",2014,10,4,2185.566667,7.4,778.5,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,14,12,65,1.6,1016.5,122.9,0,0,116.466666666667,39.8,31.3
"北京",2014,11,1,2185.566667,7.4,649.06,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,6.4,0,52,1.9,1019.8,167.2,1,0,116.466666666667,39.8,31.3
"北京",2014,12,0,2185.566667,7.4,916.57,2151.6,47.4,4362.833333,216.777,435.7891,78.087375,3362.25,1892.5,0.633333333,0.516666667,-0.5,0,34,2.5,1023.8,221,1,0,116.466666666667,39.8,31.3
"北京",2015,1,1,1591.166667,6.9,270.585,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,-0.6,0.4,43,2.1,1024.1,198.3,1,0,116.466666666667,39.8,31.3
"北京",2015,2,2,1591.166667,6.9,270.585,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,1.3,11.2,42,2.3,1020.7,179.8,1,0,116.466666666667,39.8,31.3
"北京",2015,3,0,1591.166667,6.9,599.23,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,8.8,7.7,34,2.5,1017.2,250.4,1,0,116.466666666667,39.8,31.3
"北京",2015,4,0,1934.933333,6.9,529.58,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,15.5,34.5,47,2.7,1011.3,237.9,0,0,116.466666666667,39.8,31.3
"北京",2015,5,0,1934.933333,6.9,630.3,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,21.5,35,44,2.6,1003.8,276.3,0,0,116.466666666667,39.8,31.3
"北京",2015,6,0,1934.933333,6.9,866.4,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,24.9,42.2,56,2.3,1000.6,200.9,0,0,116.466666666667,39.8,31.3
"北京",2015,7,0,1808.033333,6.9,675.02,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,26.8,107.4,64,1.9,1001.4,209.9,0,0,116.466666666667,39.8,31.3
"北京",2015,8,0,1808.033333,6.9,671.57,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,26.7,82.6,64,1.8,1003.6,248.2,0,0,116.466666666667,39.8,31.3
"北京",2015,9,0,1808.033333,6.9,952.47,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,21,87.2,68,1.8,1011.6,192.1,0,0,116.466666666667,39.8,31.3
"北京",2015,10,3,2322.066667,6.9,847.88,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,14.7,19,56,2,1016,223.8,0,0,116.466666666667,39.8,31.3
"北京",2015,11,4,2322.066667,6.9,806.03,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,3.6,29.6,77,1.8,1023.7,59.3,1,0,116.466666666667,39.8,31.3
"北京",2015,12,6,2322.066667,6.9,871.29,2170.5,48.4,4160.916667,200.091,439.33,79.393075,1839.166667,1082.25,0.833333333,0.558333333,0.2,1.8,64,1.8,1024.3,143.4,1,0,116.466666666667,39.8,31.3
"北京",2016,1,1,1817.3,6.8,287.4,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,-4.2,0.1,38,2.2,1026.1,210.9,1,0,116.466666666667,39.8,31.3
"北京",2016,2,0,1817.3,6.8,287.4,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,1.4,8.1,34,2.5,1022.8,240.5,1,0,116.466666666667,39.8,31.3
"北京",2016,3,3,1817.3,6.8,642.4,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,9.4,0,31,2.38,1017.1,262,1,0,116.466666666667,39.8,31.3
"北京",2016,4,0,1987.3,6.8,557.42,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,16.9,5.5,36,2.6,1008.1,265.8,0,0,116.466666666667,39.8,31.3
"北京",2016,5,0,1987.3,6.8,662.63,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,21.5,24,42,2.5,1005.9,281.9,0,0,116.466666666667,39.8,31.3
"北京",2016,6,0,1987.3,6.8,924.39,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,25.9,72.9,54,2.2,1001,224.4,0,0,116.466666666667,39.8,31.3
"北京",2016,7,0,1984.666667,6.8,709.74,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,27.4,344.3,69,1.9,1000.8,153.4,0,0,116.466666666667,39.8,31.3
"北京",2016,8,0,1984.666667,6.8,729.93,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,27.5,76.9,65,1.8,1003.9,218.7,0,0,116.466666666667,39.8,31.3
"北京",2016,9,0,1984.666667,6.8,1004.28,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,22.2,59,62,1.7,1009.5,201.5,0,0,116.466666666667,39.8,31.3
"北京",2016,10,0,2510.5,6.8,872.66,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,13.4,70.1,70,1.8,1017.3,123.8,0,0,116.466666666667,39.8,31.3
"北京",2016,11,1,2510.5,6.8,853.16,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,4.3,8.2,62,1.8,1020.8,154.4,1,0,116.466666666667,39.8,31.3
"北京",2016,12,4,2510.5,6.8,930.28,2173,48.4,4003.25,227.214,452.0409,85.02253333,854.75,656.1666667,0.825,0.791666667,0.3,0,56,1.7,1023.7,164.8,1,0,116.466666666667,39.8,31.3
"北京",2017,1,4,2013.5,6.7,305,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,-1.7,0.2,50,2,1025.02,175.1,1,0,116.466666666667,39.8,31.3
"北京",2017,2,0,2013.5,6.7,305,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,2.3,5.4,37,2.2,1022.3,203.9,1,0,116.466666666667,39.8,31.3
"北京",2017,3,0,2013.5,6.7,703.9,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,9,12.5,38,2.4,1017.5,233.4,1,0,116.466666666667,39.8,31.3
"北京",2017,4,0,2122.1,6.7,585.9,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,17.5,0,36,2.45,1007.99,259.9,0,0,116.466666666667,39.8,31.3
"北京",2017,5,2,2122.1,6.7,690.1,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,23.3,31.2,41,2.44,1005.61,298.5,0,0,116.466666666667,39.8,31.3
"北京",2017,6,0,2122.1,6.7,979.8,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,25.6,119.5,50,2.2,1002.8,250.9,0,0,116.466666666667,39.8,31.3
"北京",2017,7,0,2387.666667,6.7,715.5,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,27.9,97.4,70,1.8,1000.3,179,0,0,116.466666666667,39.8,31.3
"北京",2017,8,0,2387.666667,6.7,761.1,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,26.2,233.9,71,1.78,1002.73,205.9,0,0,116.466666666667,39.8,31.3
"北京",2017,9,0,2387.666667,6.7,1047.4,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,23,2.8,58,1.7,1008,214.2,0,0,116.466666666667,39.8,31.3
"北京",2017,10,0,2810.2,6.7,861.9,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,12.8,73.3,70,1.5,1020.1,136.8,0,0,116.466666666667,39.8,31.3
"北京",2017,11,0,2810.2,6.7,911,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,4.1,0,42,2,1020.8,234.1,1,0,116.466666666667,39.8,31.3
"北京",2017,12,0,2810.2,6.7,1081.5,2171,48.42,3745,215.127,466.61,88.907525,316.5833333,356.8333333,1.30555,0.654516667,-0.2,0,37,2,1024.2,208.4,1,0,116.466666666667,39.8,31.3
"天津",2014,1,2,1063.433333,10.1,397.78,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,-1,0,60,2.2,1026,164.4,1,1,117.066666666667,39.0833333333333,2.5
"天津",2014,2,0,1063.433333,10.1,397.78,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,0,3.7,62,2.5,1028.3,115.1,1,1,117.066666666667,39.0833333333333,2.5
"天津",2014,3,0,1063.433333,10.1,1081,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,9.7,0.6,52,2.7,1019.5,228.3,1,1,117.066666666667,39.0833333333333,2.5
"天津",2014,4,0,1331.733333,10.1,1211.22,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,16.7,12.8,49,3.1,1016.4,235,0,1,117.066666666667,39.0833333333333,2.5
"天津",2014,5,0,1331.733333,10.1,1270.44,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,22.3,46.4,45,3.9,1007,286.5,0,1,117.066666666667,39.0833333333333,2.5
"天津",2014,6,0,1331.733333,10.1,1693.97,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,25.1,87,63,2.7,1005.5,224.2,0,1,117.066666666667,39.0833333333333,2.5
"天津",2014,7,0,1305.266667,10.1,989.09,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,28,87.7,66,2.6,1004.1,185.3,0,1,117.066666666667,39.0833333333333,2.5
"天津",2014,8,0,1305.266667,10.1,1037.33,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,26.2,142.5,69,2.2,1008,202.4,0,1,117.066666666667,39.0833333333333,2.5
"天津",2014,9,0,1305.266667,10.1,1162.25,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,21.1,30.7,71,2.1,1014.2,151.8,0,1,117.066666666667,39.0833333333333,2.5
"天津",2014,10,0,1540.4,10.1,957.6,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,14.6,27.9,67,2.2,1020.2,136.2,0,1,117.066666666667,39.0833333333333,2.5
"天津",2014,11,1,1540.4,10.1,650.24,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,6.8,0.1,58,2.5,1023.6,138,1,1,117.066666666667,39.0833333333333,2.5
"天津",2014,12,3,1540.4,10.1,805.39,1516.81,34.93,1210.833333,230.291,235.1536,66.19666667,16282.91667,9344.083333,1.841666667,1.258333333,-1.1,2,41,2.8,1027.6,198.4,1,1,117.066666666667,39.0833333333333,2.5
"天津",2015,1,1,1236.333333,9.4,450.805,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,-0.8,0.2,49,2.6,1027.9,168.3,1,1,117.066666666667,39.0833333333333,2.5
"天津",2015,2,0,1236.333333,9.4,450.805,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,1.2,15.4,48,2.8,1024.5,162.9,1,1,117.066666666667,39.0833333333333,2.5
"天津",2015,3,0,1236.333333,9.4,1228.56,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,8.3,1.7,41,3,1021.2,240.6,1,1,117.066666666667,39.0833333333333,2.5
"天津",2015,4,0,1391.666667,9.4,1372.52,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,15,62.8,53,3.4,1015.2,232.1,0,1,117.066666666667,39.0833333333333,2.5
"天津",2015,5,0,1391.666667,9.4,1435.86,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,21.5,48.3,48,3.5,1007.5,256.1,0,1,117.066666666667,39.0833333333333,2.5
"天津",2015,6,0,1391.666667,9.4,1928.84,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,25.3,18.7,56,2.9,1004.1,205.9,0,1,117.066666666667,39.0833333333333,2.5
"天津",2015,7,0,1479,9.4,1118.39,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,27.1,140.4,66,2.6,1004.8,186.4,0,1,117.066666666667,39.0833333333333,2.5
"天津",2015,8,0,1479,9.4,1175.13,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,26.5,77.4,70,2.2,1007.1,225.5,0,1,117.066666666667,39.0833333333333,2.5
"天津",2015,9,0,1479,9.4,1323.45,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,21.2,147.6,71,2.3,1015,187.3,0,1,117.066666666667,39.0833333333333,2.5
"天津",2015,10,0,1405.733333,9.4,1057.15,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,14.8,23.2,59,2.7,1019.5,206.5,0,1,117.066666666667,39.0833333333333,2.5
"天津",2015,11,1,1405.733333,9.4,697.68,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,3.7,38.3,75,2.3,1027.3,40.2,1,1,117.066666666667,39.0833333333333,2.5
"天津",2015,12,3,1405.733333,9.4,826.67,1546.95,36.38,1184.833333,219.6573,234.68,66.71666667,12883.75,6149.583333,2,1.716666667,0,0.2,69,2.1,1028,109.3,1,1,117.066666666667,39.0833333333333,2.5
"天津",2016,1,1,1346.466667,9.1,511.63,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,-4.4,1.2,48,2.58,1029.7,166.9,1,1,117.066666666667,39.0833333333333,2.5
"天津",2016,2,0,1346.466667,9.1,511.63,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,0.9,17.6,42,3,1026.5,197.3,1,1,117.066666666667,39.0833333333333,2.5
"天津",2016,3,0,1346.466667,9.1,1400.56,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,9.2,0,40,3,1020.8,234.5,1,1,117.066666666667,39.0833333333333,2.5
"天津",2016,4,0,1487.166667,9.1,1335.63,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,16.8,3.5,42,3.4,1011.8,266.7,0,1,117.066666666667,39.0833333333333,2.5
"天津",2016,5,0,1487.166667,9.1,1681.23,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,21.2,52,48,3.4,1009.6,259.7,0,1,117.066666666667,39.0833333333333,2.5
"天津",2016,6,0,1487.166667,9.1,2260.38,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,25.4,81.4,59,2.9,1004.6,229.1,0,1,117.066666666667,39.0833333333333,2.5
"天津",2016,7,0,1612.833333,9.1,1090.08,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,27.5,232.3,74,2.6,1004.2,185.5,0,1,117.066666666667,39.0833333333333,2.5
"天津",2016,8,0,1612.833333,9.1,1323.96,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,26.7,145.4,75,2,1007.2,191.6,0,1,117.066666666667,39.0833333333333,2.5
"天津",2016,9,0,1612.833333,9.1,1543.34,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,22.5,30.8,65,2.3,1012.9,215.2,0,1,117.066666666667,39.0833333333333,2.5
"天津",2016,10,0,1515.333333,9.1,1182.89,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,14.2,26.3,70,2.6,1020.8,133.7,0,1,117.066666666667,39.0833333333333,2.5
"天津",2016,11,1,1515.333333,9.1,827.15,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,5.2,14.1,66,2.6,1024.4,131.4,1,1,117.066666666667,39.0833333333333,2.5
"天津",2016,12,4,1515.333333,9.1,960.74,1562,37.22,1145.083333,93.4976,234.3905,67.3275,4544.916667,4773.333333,0.866666667,0.525,0.2,4,68,2,1027.4,115.8,1,1,117.066666666667,39.0833333333333,2.5
"天津",2017,1,2,1555.733333,3.6,558.98,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,-1.7,1.3,58,2.65,1028.65,138.7,1,1,117.066666666667,39.0833333333333,2.5
"天津",2017,2,0,1555.733333,3.6,558.98,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,1.8,5.5,46,2.5,1025.9,179.1,1,1,117.066666666667,39.0833333333333,2.5
"天津",2017,3,0,1555.733333,3.6,1402.61,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,8.5,16.1,44,3.1,1021.3,207.2,1,1,117.066666666667,39.0833333333333,2.5
"天津",2017,4,0,1573.233333,3.6,1202.17,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,17.2,0.3,41,3.01,1011.54,232.6,0,1,117.066666666667,39.0833333333333,2.5
"天津",2017,5,2,1573.233333,3.6,1438.39,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,23.2,17.5,44,3.53,1009.01,307,0,1,117.066666666667,39.0833333333333,2.5
"天津",2017,6,0,1573.233333,3.6,2168.76,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,25.9,49.1,51,3.2,1006,246.3,0,1,117.066666666667,39.0833333333333,2.5
"天津",2017,7,0,1354.2,3.6,972.49,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,28.1,159.6,72,2.6,1003.5,186.1,0,1,117.066666666667,39.0833333333333,2.5
"天津",2017,8,0,1354.2,3.6,1027.63,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,26.5,160.4,74,2.33,1005.83,206.1,0,1,117.066666666667,39.0833333333333,2.5
"天津",2017,9,0,1354.2,3.6,1128.8,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,23.4,1.2,65,2.4,1011.35,237.8,0,1,117.066666666667,39.0833333333333,2.5
"天津",2017,10,0,1715.3,3.6,344.78,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,13.5,101.9,71,2.2,1023.3,122.5,0,1,117.066666666667,39.0833333333333,2.5
"天津",2017,11,0,1715.3,3.6,175.18,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,4.8,0,47,2.7,1024.1,200.8,1,1,117.066666666667,39.0833333333333,2.5
"天津",2017,12,0,1715.3,3.6,295.92,1557,36.84,1044.833333,152.312,242.51,67.1325,3526.916667,3706.666667,0.652541667,0.496133333,-0.5,0,45,2.6,1027.7,188.6,1,1,117.066666666667,39.0833333333333,2.5
"石家庄",2014,1,15,320.8449829,7.9,77.15,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,0.4,0,46,1.590322581,1012.9,123.2,1,0,114.35,38.0666666666667,103.6
"石家庄",2014,2,11,320.8449829,7.9,77.15,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,0.5,7,64,1.646428571,1015.1,25.4,1,0,114.35,38.0666666666667,103.6
"石家庄",2014,3,4,320.8449829,7.9,382.9,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,11.3,0.9,44,2.119354839,1006.8,169.9,1,0,114.35,38.0666666666667,103.6
"石家庄",2014,4,0,383.8883503,7.9,439.4,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,16.8,24.9,59,2.426666667,1003.9,141,0,0,114.35,38.0666666666667,103.6
"石家庄",2014,5,0,383.8883503,7.9,490.1,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,23.9,28.7,39,2.6,995.2,232.5,0,0,114.35,38.0666666666667,103.6
"石家庄",2014,6,0,383.8883503,7.9,528.2,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,26.2,38.7,56,2.04,993.5,130.8,0,0,114.35,38.0666666666667,103.6
"石家庄",2014,7,0,515.5,7.9,484.3,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,28.1,80.9,63,1.85483871,992.4,115.6,0,0,114.35,38.0666666666667,103.6
"石家庄",2014,8,0,515.5,7.9,524,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,26.5,12.3,64,1.612903226,996.3,135.7,0,0,114.35,38.0666666666667,103.6
"石家庄",2014,9,0,515.5,7.9,506,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,20.9,86.6,75,1.743333333,1002.2,82.1,0,0,114.35,38.0666666666667,103.6
"石家庄",2014,10,6,479.8333333,7.9,725,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,15.3,14.8,70,1.248387097,1007.8,90.3,0,0,114.35,38.0666666666667,103.6
"石家庄",2014,11,2,479.8333333,7.9,514.8,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,7.8,0,53,1.61,1011.3,132.8,1,0,114.35,38.0666666666667,103.6
"石家庄",2014,12,3,479.8333333,7.9,327.4,1061.62,44.05,553.4166667,49.6787,191.7589,37.47011667,13002.5,8689.75,1.303352667,1.142264135,1.4,0,32,1.906451613,1015.2,206.1,1,0,114.35,38.0666666666667,103.6
"石家庄",2015,1,4,344.2666667,7.5,88.85,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,0.3,1.1,44,1.590322581,1015,149.2,1,0,114.35,38.0666666666667,103.6
"石家庄",2015,2,0,344.2666667,7.5,88.85,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,2.8,7.6,42,1.646428571,1011.7,170.2,1,0,114.35,38.0666666666667,103.6
"石家庄",2015,3,0,344.2666667,7.5,467.3,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,10.4,5.7,36,2.119354839,1008.2,222.2,1,0,114.35,38.0666666666667,103.6
"石家庄",2015,4,0,474.3333333,7.5,514.3,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,16.3,24.7,50,2.426666667,1002.9,225.8,0,0,114.35,38.0666666666667,103.6
"石家庄",2015,5,0,474.3333333,7.5,602.5,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,21.9,56,52,2.6,995.8,243.7,0,0,114.35,38.0666666666667,103.6
"石家庄",2015,6,0,474.3333333,7.5,605.4,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,26.5,33.3,49,2.04,992.3,174.4,0,0,114.35,38.0666666666667,103.6
"石家庄",2015,7,0,461.9,7.5,570.1,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,27.6,57.1,62,1.85483871,993,115.8,0,0,114.35,38.0666666666667,103.6
"石家庄",2015,8,0,461.9,7.5,628.1,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,26.5,171,69,1.612903226,995.6,199.3,0,0,114.35,38.0666666666667,103.6
"石家庄",2015,9,0,461.9,7.5,577.8,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,21,101.8,72,1.743333333,1003.2,152.7,0,0,114.35,38.0666666666667,103.6
"石家庄",2015,10,0,533.0333333,7.5,626.4,1070.16,44.41,498,40.839,191.6,36.926625,9471,7260.666667,0.824440735,0.626696648,15.9,22.2,56,1.248387097,1007.8,203.4,0,0,114.35,38.0666666666667,103.6
